;weight
female;0.0613534016929414
east;-0.0
mailOrder;-0.04545884628948339
monthlyIncome;0.007388028728019243
age;0.0
relocation;-0.0
request;-0.13945719794926367
banking_connection;-0.0
business_relation;-0.0
conditions;-0.0
credit_card;0.0
giro;-0.0
global_credit;-0.0
identity;0.0
secured_loan;0.0
solvency;-0.10137712043363828
telecom;-0.0
unsecured_loan;-0.0
Banken_req;-0.0
finance_year;-0.0
credit_days;-0.0
credit_card_days;0.25674892277828293
giro_days;0.03578306200674553
age_**2;-0.0
relocation_**2;-0.08442805437576166
request_**2;-0.0
banking_connection_**2;-0.0
business_relation_**2;-0.0
conditions_**2;-0.0
credit_card_**2;0.0
giro_**2;-0.0
global_credit_**2;-0.0
identity_**2;-0.0
secured_loan_**2;-0.0
solvency_**2;-0.0
telecom_**2;-0.0
unsecured_loan_**2;-0.0
Banken_req_**2;-0.0
finance_year_**2;0.0
credit_days_**2;-0.0
credit_card_days_**2;-0.0
giro_days_**2;0.0
age_**3;-0.09842217019122404
relocation_**3;-0.0
request_**3;0.0
banking_connection_**3;-0.0
business_relation_**3;0.0
conditions_**3;0.0
credit_card_**3;0.0
giro_**3;-0.02212023897926183
global_credit_**3;-0.0
identity_**3;-0.007509689087819226
secured_loan_**3;-0.0
solvency_**3;0.0
telecom_**3;-0.0
unsecured_loan_**3;-0.016208770187980562
Banken_req_**3;0.0
finance_year_**3;0.026567670771615138
credit_days_**3;-0.0071845989214199945
credit_card_days_**3;-0.08546859013967352
giro_days_**3;0.0
age_log2;0.40236049029695964
relocation_log2;0.0
request_log2;-0.03217427596268792
banking_connection_log2;-0.0
business_relation_log2;-0.0
conditions_log2;-0.009295647558636193
credit_card_log2;0.0
giro_log2;-0.0
global_credit_log2;-0.0
identity_log2;0.00012394642496765004
secured_loan_log2;0.0
solvency_log2;-0.31134900751296946
telecom_log2;-0.0
unsecured_loan_log2;-0.0
Banken_req_log2;-0.0
finance_year_log2;-0.07315593672072664
credit_days_log2;-0.0
credit_card_days_log2;0.14760873567266142
giro_days_log2;0.0
age*relocation;-0.0
age*request;-0.0
age*banking_connection;-0.0
age*business_relation;-0.0
age*conditions;-0.0
age*credit_card;0.0
age*giro;-0.03860422214475994
age*global_credit;-0.0
age*identity;0.0
age*secured_loan;0.0
age*solvency;-0.0
age*telecom;-0.018216727108540654
age*unsecured_loan;-0.0
age*Banken_req;0.0
age*finance_year;-0.0
age*credit_days;-0.0
age*credit_card_days;0.0
age*giro_days;-0.0
relocation*request;-0.0
relocation*banking_connection;0.0077032134257286125
relocation*business_relation;-0.0
relocation*conditions;0.0
relocation*credit_card;0.0
relocation*giro;0.0
relocation*global_credit;-0.0
relocation*identity;-0.0
relocation*secured_loan;0.0
relocation*solvency;-0.060724071804633094
relocation*telecom;0.0
relocation*unsecured_loan;-0.0
relocation*Banken_req;0.0
relocation*finance_year;-0.0
relocation*credit_days;-0.017495026390923908
relocation*credit_card_days;0.007981914800672677
relocation*giro_days;0.06682460174013716
request*banking_connection;0.0
request*business_relation;0.001160086776760318
request*conditions;0.016638505387141168
request*credit_card;0.008099554588420895
request*giro;0.0
request*global_credit;-0.0
request*identity;0.0
request*secured_loan;0.01902178363498353
request*solvency;0.0
request*telecom;0.0
request*unsecured_loan;0.002912995457137019
request*Banken_req;-0.0
request*finance_year;0.0181950350389597
request*credit_days;0.0
request*credit_card_days;0.03851089303352097
request*giro_days;0.017767161123972235
banking_connection*business_relation;-0.002667033190456792
banking_connection*conditions;-0.0
banking_connection*credit_card;0.0
banking_connection*giro;-0.0
banking_connection*global_credit;0.0
banking_connection*identity;-0.0
banking_connection*secured_loan;0.0
banking_connection*solvency;0.0
banking_connection*telecom;-0.01209713358920888
banking_connection*unsecured_loan;-0.0
banking_connection*Banken_req;0.0
banking_connection*finance_year;-0.0
banking_connection*credit_days;0.006167765480049081
banking_connection*credit_card_days;-0.0
banking_connection*giro_days;-0.0
business_relation*conditions;-0.0
business_relation*credit_card;0.0
business_relation*giro;-0.0
business_relation*global_credit;-0.0
business_relation*identity;-0.0
business_relation*secured_loan;-0.0
business_relation*solvency;0.0
business_relation*telecom;-0.0
business_relation*unsecured_loan;-0.0013600252308035793
business_relation*Banken_req;0.0
business_relation*finance_year;0.0
business_relation*credit_days;-0.0
business_relation*credit_card_days;0.0057441495759787695
business_relation*giro_days;-0.02630937698753502
conditions*credit_card;-0.04475158943953997
conditions*giro;-0.0
conditions*global_credit;0.010311943505466077
conditions*identity;0.0
conditions*secured_loan;-0.021042834458574872
conditions*solvency;-0.0
conditions*telecom;-0.005892041530772328
conditions*unsecured_loan;-0.0
conditions*Banken_req;0.0
conditions*finance_year;-0.008220588248452164
conditions*credit_days;-0.0
conditions*credit_card_days;-0.0
conditions*giro_days;0.0
credit_card*giro;-0.0
credit_card*global_credit;0.0
credit_card*identity;-0.014186274039464541
credit_card*secured_loan;0.0
credit_card*solvency;0.0
credit_card*telecom;0.0
credit_card*unsecured_loan;-0.003303848646885761
credit_card*Banken_req;0.0
credit_card*finance_year;0.0033042083104618905
credit_card*credit_days;-0.0
credit_card*credit_card_days;0.0
credit_card*giro_days;0.0
giro*global_credit;0.0
giro*identity;-0.0045142767912486875
giro*secured_loan;-0.0
giro*solvency;-0.0
giro*telecom;-0.05279044973961471
giro*unsecured_loan;-0.0196162622627019
giro*Banken_req;0.0
giro*finance_year;-0.0
giro*credit_days;-0.003679325583234951
giro*credit_card_days;-0.0
giro*giro_days;-0.0
global_credit*identity;-0.0
global_credit*secured_loan;-0.001015835082854577
global_credit*solvency;-0.0
global_credit*telecom;0.0028189477342788834
global_credit*unsecured_loan;-0.009252642612144334
global_credit*Banken_req;-0.0
global_credit*finance_year;0.0
global_credit*credit_days;-0.0019442671865045988
global_credit*credit_card_days;-0.0
global_credit*giro_days;0.0
identity*secured_loan;-0.006917023876741105
identity*solvency;-0.0
identity*telecom;-0.0
identity*unsecured_loan;-0.0
identity*Banken_req;-0.0
identity*finance_year;-0.0
identity*credit_days;-0.0
identity*credit_card_days;-0.0
identity*giro_days;-0.0
secured_loan*solvency;0.02958080019947447
secured_loan*telecom;-0.0
secured_loan*unsecured_loan;0.00856121088505638
secured_loan*Banken_req;0.0
secured_loan*finance_year;-0.0
secured_loan*credit_days;-0.0
secured_loan*credit_card_days;0.0
secured_loan*giro_days;0.0
solvency*telecom;-0.0
solvency*unsecured_loan;-0.0
solvency*Banken_req;0.025579485180187402
solvency*finance_year;0.0
solvency*credit_days;-0.0
solvency*credit_card_days;0.06600024201215472
solvency*giro_days;0.0
telecom*unsecured_loan;-0.0
telecom*Banken_req;-0.0
telecom*finance_year;-0.0
telecom*credit_days;0.0
telecom*credit_card_days;0.0
telecom*giro_days;-0.0
unsecured_loan*Banken_req;0.0
unsecured_loan*finance_year;-0.0
unsecured_loan*credit_days;-0.0
unsecured_loan*credit_card_days;-0.006289372261868746
unsecured_loan*giro_days;-0.0
Banken_req*finance_year;0.0
Banken_req*credit_days;0.0
Banken_req*credit_card_days;0.0
Banken_req*giro_days;0.0
finance_year*credit_days;-0.00945140764578635
finance_year*credit_card_days;0.0019971065297694564
finance_year*giro_days;0.0
credit_days*credit_card_days;-0.0232908451450649
credit_days*giro_days;0.0
credit_card_days*giro_days;-0.0
